date,single_momentum_nav,threshold_dual_momentum_nav,breadth_dual_momentum_nav,hs300_benchmark
2017-09-25,1.5008704849516141,1.7059442488845988,1.5841363779106907,1.5880760613015292
2017-09-26,1.5016445285230182,1.717799750248464,1.5939490134608052,1.5888950793836862
2017-09-27,1.5013027882862435,1.710363387693276,1.5939850621788287,1.590123606506921
2017-09-28,1.4992767386394334,1.7053841638571965,1.5902421013040768,1.59258066075339
2017-09-29,1.515485135813914,1.7085052915362908,1.6074339078046616,1.597904278287408
2017-10-09,1.5382579338440592,1.704455224287937,1.6332216175555385,1.614694148971617
2017-10-10,1.5343627438919478,1.7047675099647945,1.629085959747894,1.6167416941770083
2017-10-11,1.5184213127865769,1.7028941390747234,1.610548230943594,1.6228843297931825
2017-10-12,1.5169028914737903,1.7060198625311749,1.610548230943594,1.629845983491513
2017-10-13,1.518431990569417,1.7060198625311749,1.612171728306043,1.6331220558201398
2017-10-16,1.4760211519932815,1.7103878724206112,1.5671426750782087,1.627388929245044
2017-10-17,1.4738030346506281,1.7063421951386846,1.5647876232272857,1.6265699111628873
2017-10-18,1.4749178629673079,1.7044705217984961,1.564405303709659,1.6363981281487656
2017-10-19,1.46711406475055,1.7029090794003663,1.556128026970455,1.6318935286969047
2017-10-20,1.46711406475055,1.7025965043123703,1.556128026970455,1.6310745106147482
2017-10-23,1.4771475196006674,1.6994701794788918,1.5667702399208603,1.6359886191076873
2017-10-24,1.4704585497005889,1.7026022660610498,1.5596754312872565,1.6466358541757222
2017-10-25,1.4693437213839096,1.6991632971064645,1.5584929631816562,1.65195947170974
2017-10-26,1.4645332371974358,1.7026092403712452,1.5549455588648535,1.6638352339010096
2017-10-27,1.4717423597039456,1.6972944483979968,1.5610371336766804,1.6720254147225753
2017-10-30,1.4637888952986389,1.6988625326999167,1.554155265343058,1.6646542519831664
2017-10-31,1.4789914505910582,1.7010558262685078,1.5687260474227358,1.6634257248599313
2017-11-01,1.4876786250438692,1.7097640580957156,1.5779402973341763,1.6576925982848356
2017-11-02,1.4811632442042613,1.702276040323034,1.5710296099005963,1.6605591615723831
2017-11-03,1.4844209346240653,1.706020049209375,1.5744849536173864,1.6560545621205223
2017-11-06,1.4876786250438694,1.7097640580957159,1.5779402973341765,1.6707968875993402
2017-11-07,1.49636579949668,1.7197480817926247,1.5871545472456166,1.687177249242471
2017-11-08,1.4941940058834775,1.7172520758683976,1.5848509847677568,1.6834916678727663
2017-11-09,1.4974516963032818,1.7209960847547388,1.5883063284845471,1.696186448146193
2017-11-10,1.4974516963032818,1.7209960847547388,1.5883063284845471,1.7113382826660888
2017-11-13,1.490530190058005,1.7147560699441708,1.5825474222898972,1.7150238640357929
2017-11-14,1.4776620884458422,1.6999521729850253,1.5688849140281222,1.701919574721288
2017-11-15,1.4755174410025247,1.6957874135249402,1.5650412598410695,1.68963430348894
2017-11-16,1.474445117280866,1.6945550098813902,1.563903875204557,1.7056051560909924
2017-11-17,1.47980673588916,1.7007170280991408,1.5695907983871191,1.7076527012963838
2017-11-20,1.4686856665718364,1.68962539530719,1.5593543366585076,1.7211664996519669
2017-11-21,1.497688976190076,1.7212687865434992,1.5885580048135721,1.7551557500614627
2017-11-22,1.4973395387247963,1.7208671839334801,1.588187365988371,1.754746241020385
2017-11-23,1.4483662274032696,1.6662492289708304,1.5377804857609685,1.69905301143374
2017-11-24,1.4494150081617079,1.6662202162001647,1.5373551185302945,1.7006910475980528
2017-11-27,1.4525613504370227,1.6685848141734083,1.5406923582955556,1.6732539418458088
2017-11-28,1.4515125696785842,1.6688596785429712,1.5395799450404684,1.6810346136262964
2017-11-29,1.4640979387798432,1.669469641875772,1.5529289041015124,1.679396577461983
2017-11-30,1.445219885127954,1.6467075713681483,1.5329054655099457,1.6601496525313044
2017-12-01,1.4546589119538988,1.6400279624299872,1.5266874768234242,1.6613781796545393
2017-12-04,1.4609515965045288,1.6458871899432035,1.5261224555514687,1.6683398333528696
2017-12-05,1.4249154896445895,1.645261905207987,1.4888513242249355,1.6785775593798262
2017-12-06,1.414139109996143,1.6403906634457133,1.4833298458036195,1.6658827791063997
2017-12-07,1.3967502047453497,1.6348941943574737,1.478359641554836,1.6470453632167996
2017-12-08,1.4131343713699283,1.6296855734234261,1.4736497251555793,1.6630162158188522
2017-12-11,1.416836169016669,1.6303003171327526,1.4778797939771535,1.6904533215710964
2017-12-12,1.3931319644767468,1.6290712931469757,1.4531543065228305,1.6638352339010085
2017-12-13,1.3911346426638769,1.6293787811222773,1.452338518641333,1.6757109960922785
2017-12-14,1.3931319644767468,1.636757100131133,1.4589151458955578,1.670387378558261
2017-12-15,1.3941306253831818,1.6364510498132327,1.4586423494958018,1.6482738903400345
2017-12-18,1.3981252690089216,1.6367571573796027,1.458915196923691,1.6486833993811125
2017-12-19,1.412106521699011,1.640429761322863,1.4621887538352627,1.6703873785582608
2017-12-20,1.4081118780732713,1.6385975612916015,1.4605556316232353,1.6667017971885565
2017-12-21,1.3921333035703123,1.6373747272906378,1.4594656647339643,1.68717724924247
2017-12-22,1.3931319644767473,1.637986601254498,1.4600110554905912,1.6793965774619826
2017-12-25,1.3951292862896172,1.642573942370782,1.4640999587453258,1.6716159056814957
2017-12-26,1.3961279471960522,1.63769440596567,1.4597506087007797,1.6765300141744348
2017-12-27,1.3821466945059628,1.6419767596607615,1.4635676629633518,1.6486833993811123
2017-12-28,1.3841440163188328,1.6415662654708463,1.4637455100929653,1.663835233901008
