date,hs300_benchmark,base_pool,plus_sh_dividend,plus_soymeal,plus_coal,plus_reits
2023-04-04,1.0,1.0,1.0,1.0,1.0,1.0
2023-04-06,0.9968586387434556,1.0,1.0,1.0,1.0,1.0
2023-04-07,1.004450261780105,1.0,1.0,1.0,1.0,1.0
2023-04-10,1.0005235602094245,1.0,1.0,1.0,1.0,1.0
2023-04-11,0.9979057591623038,1.0,1.0,1.0,1.0,1.0
2023-04-12,0.9968586387434558,1.0,1.0,1.0,1.0,1.0
2023-04-13,0.9903141361256547,1.0,1.0,1.0,1.0,1.0
2023-04-14,0.9958115183246076,1.0,1.0,1.0,1.0,1.0
2023-04-17,1.011780104712042,1.0,1.0,1.0,1.0,1.0
2023-04-18,1.0136125654450263,1.0,1.0,1.0,1.0,1.0
2023-04-19,1.0049738219895288,1.0,1.0,1.0,1.0,1.0
2023-04-20,1.0007853403141362,1.0,1.0,1.0,1.0,1.0
2023-04-21,0.9816753926701574,1.0,1.0,1.0,1.0,1.0
2023-04-24,0.9683246073298432,1.0,1.0,1.0,1.0,1.0
2023-04-25,0.9633507853403143,1.0,1.0,1.0,1.0,1.0
2023-04-26,0.960994764397906,1.0,1.0,1.0,1.0,1.0
2023-04-27,0.9701570680628275,1.0,1.0,1.0,1.0,1.0
2023-04-28,0.9803664921465971,1.0,1.0,1.0,1.0,1.0
2023-05-04,0.9803664921465971,1.0,1.0,1.0,1.0,1.0
2023-05-05,0.9761780104712043,1.0,1.0,1.0,1.0,1.0
